
 Sim No:, 1,, N:, 1.0,, d:, 0.13 
Step No:, 0,, N_bact:, 500,, N_food:,2000 
 
Symbol:, pos x:, pos y: 
H,2.09,2.37
H,1.67,3.02
H,1.43,4.06
H,2.06,3.04
H,0.11,1.02
H,2.42,3.06
H,1.08,2.21
H,0.77,3.35
H,1.68,1.76
H,0.36,3.13
H,1.23,3.52
H,1.05,2.02
H,1.07,2.12
H,1.52,3.63
H,1.71,1.78
H,0.60,4.33
H,1.95,4.12
H,1.74,1.99
H,1.05,3.03
H,1.21,4.10
H,1.93,3.16
H,1.37,3.70
H,1.47,3.92
H,1.04,1.90
H,1.50,4.01
H,2.21,3.57
H,2.41,2.31
H,0.52,4.55
H,1.24,3.17
H,2.08,1.50
H,2.65,3.15
H,1.00,1.53
H,1.31,2.04
H,1.55,4.56
H,1.30,4.14
H,0.49,3.07
H,2.26,3.07
H,0.21,3.86
H,0.42,1.99
H,0.83,1.71
H,1.85,3.77
H,1.12,3.71
H,0.73,4.77
H,1.61,2.73
H,1.60,3.46
H,2.16,3.00
H,0.55,1.86
H,2.38,2.78
H,1.02,1.03
H,1.96,2.33
H,1.24,3.52
H,0.05,1.27
H,1.18,3.85
H,0.99,2.14
H,2.05,2.79
H,1.64,2.68
H,1.20,1.40
H,1.78,1.82
H,2.41,2.09
H,1.30,3.57
H,2.31,3.35
H,2.39,2.42
H,2.01,3.18
H,1.99,3.86
H,1.17,1.02
H,0.35,3.30
H,0.06,1.52
H,0.37,3.98
H,0.66,4.81
H,1.92,3.43
H,0.59,4.73
H,1.73,4.30
H,0.13,2.83
H,1.33,4.12
H,2.35,3.50
H,0.40,3.22
H,0.20,2.80
H,1.10,2.93
H,1.81,3.19
H,1.20,1.59
H,0.15,4.67
H,0.84,2.55
H,1.17,2.50
H,2.51,2.41
H,1.60,1.73
H,1.80,1.67
H,0.49,1.15
H,0.83,4.58
H,1.49,3.75
H,1.32,4.15
H,1.49,2.34
H,0.21,1.65
H,0.07,2.58
H,0.24,2.70
H,1.89,2.79
H,1.35,4.60
H,0.89,3.42
H,1.43,2.72
H,0.03,4.54
H,1.20,1.72
He,7.26,6.97
He,7.80,5.68
He,5.63,7.15
He,8.11,5.69
He,6.95,5.40
He,8.30,6.51
He,6.17,6.03
He,5.20,5.87
He,6.37,7.99
He,6.67,8.74
He,6.52,5.18
He,8.44,7.58
He,6.47,6.80
He,5.96,5.20
He,7.38,5.73
He,7.71,7.38
He,5.89,6.81
He,8.58,7.37
He,6.17,5.36
He,7.40,5.93
He,7.01,7.18
He,4.65,6.97
He,5.90,8.34
He,5.96,6.22
He,5.67,7.34
He,7.37,8.29
He,6.47,6.10
He,6.83,5.60
He,5.07,6.97
He,7.00,8.84
